       TIC   RAJ2000   DEJ2000 class   varname       r   source
---------- --------- --------- ----- --------- ------- --------
 126325291 135.48105  26.68965    EA             0.000 VilaNova
 126336928 315.60795  27.80734    EA             0.000 VilaNova
 126446153 116.01331 -27.82658    EA             0.000 VilaNova
 126586580 116.14237 -24.67408    EA             0.000 VilaNova
 126602778 314.50876 -46.06677    EB             0.000 VilaNova
 126763885 316.21450 -46.32621    EA             0.000 VilaNova
 126814211 316.76934  24.76152    EW  V514 Vul   0.029     GCVS
 126944775 318.58049 -42.79866    EA             0.000 VilaNova
 126945917 318.73236 -43.39545    EA             0.000 VilaNova
 127365016 350.00507  41.75485    EA             0.000 VilaNova
 127955334 218.43763 -43.01109    EA             0.000 VilaNova
 128721058 339.90806  41.39589    EA             0.000 VilaNova
 128790976 300.21259 -43.98202    EA             0.000 VilaNova
 128902999 118.48591 -25.40041    EA             0.000 VilaNova
 128927088 341.01126  40.08651    EA             0.000 VilaNova
 128927089 341.01007  40.08641    EA             0.000 VilaNova
 129116176 220.39583 -47.00800    EA             0.000 VilaNova
 129409890 343.06171  38.74573    EA             0.000 VilaNova
 129455317 343.42356  37.93850    EW             0.000 VilaNova
 129538133 344.09846  41.60387    EA             0.000 VilaNova
 129764561  35.40205 -37.21269    EA             0.000 VilaNova
 129781743  36.24804 -38.68812    EW             0.000 VilaNova
 129810365  54.25598 -41.52766    EW             0.000 VilaNova
 129888462  56.05431 -41.27968    EB             0.000 VilaNova
 129913061  36.51535  39.74947    EA             0.000 VilaNova
 129979528  36.71274  37.55048    EA             0.000 VilaNova
 130158361 117.25343  28.57623    EA             0.000 VilaNova
 130158363 117.25353  28.57396    EA             0.000 VilaNova
 130790080 187.24292 -34.25063    EW V1053 Cen   0.285     GCVS
 130876312 117.17281 -38.45844    EA             0.000 VilaNova
 131813801 147.94161 -50.88992    EA    DX Vel   0.070     GCVS
 132298139 148.45149 -52.76833    EA             0.000 VilaNova
 132448273 119.62509 -40.51204    EA             0.000 VilaNova
 133105082 120.46926 -40.50525    EW             0.000 VilaNova
 133701671 229.68449 -48.90671    EA             0.000 VilaNova
 134283998 106.91462 -47.96509    EB             0.000 VilaNova
 134522557 122.36932 -38.85813    EA             0.000 VilaNova
 134968266 197.82253 -11.10590    EA  V338 Vir   0.063     GCVS
 135050395 184.83764 -39.85711    EA             0.000 VilaNova
 135085261 184.71818  19.98547    EA             0.000 VilaNova
 135244338 186.15823 -40.23120    EW             0.000 VilaNova
 136317809 305.54245  31.25319    EA             0.000 VilaNova
 136656542 305.77823  30.82576    EW             0.000 VilaNova
 136879755 306.01023  33.14263    EA             0.000 VilaNova
 136995510 196.55472  42.60640    EA             0.000 VilaNova
 137136194 151.15174 -52.05139    EA             0.000 VilaNova
 137151074 291.40697  38.56792    EW             0.000 VilaNova
 137152301 291.42819  39.07376    EW             0.000 VilaNova
 137205922  31.20191  77.73535    EA             0.000 VilaNova
 137310514 291.49420  35.91494    EA             0.000 VilaNova
 137341354 291.71810  41.38996    EA             0.000 VilaNova
 137408317 291.98026  41.55942    EA             0.000 VilaNova
 137408962 291.99298  41.88413    EA             0.000 VilaNova
 137501278 132.97305  82.77339    EA             0.000 VilaNova
 137503140 133.60146  79.68164    EA             0.000 VilaNova
 137549183 292.29197  38.28447    EA             0.000 VilaNova
 137551461 292.34386  39.06933    EB             0.000 VilaNova
 137687487 292.61860  38.52485    EB             0.000 VilaNova
 137872682 230.75164 -53.52059    EA    FV Lup   0.057     GCVS
 137975907 293.09496  38.36123    EA             0.000 VilaNova
 138098461 293.29666  41.87413    EW             0.000 VilaNova
 138171285  95.27337  76.39883    EA             0.000 VilaNova
 138256097 220.77234  30.40986    EW             0.000 VilaNova
 138256675 229.36122  38.22665    EW             0.000 VilaNova
 138333980  95.51273  34.59735    EA             0.000 VilaNova
 138430438 293.89639  41.83176    EA             0.000 VilaNova
 138476641  96.50733  82.35766    EB             0.000 VilaNova
 138505004 157.51331  61.81151    EA             0.000 VilaNova
 138543573 158.98192  63.59234    EB             0.000 VilaNova
 138578906 175.75946  60.57686    EA             0.000 VilaNova
 138639253 294.27905  41.43689    EA             0.000 VilaNova
 138650903 178.56764  65.21929    EA             0.000 VilaNova
 138756003 163.76482  29.51164    EA             0.000 VilaNova
 138819130 175.44610  25.65772    EA             0.000 VilaNova
 138857475  82.76748   1.18765    EA             0.000 VilaNova
 138888894 294.94429  38.63008    EB             0.000 VilaNova
 138893145 294.93638  39.85246    EA             0.000 VilaNova
 138910382 179.90394  27.29802    EA             0.000 VilaNova
 138951779 320.53810  42.14203    EA             0.000 VilaNova
 138960108 294.92986  40.14700    EW V2866 Cyg   0.040     GCVS
 138971570 295.21748  39.91003    EA             0.000 VilaNova
 139061135 182.39151  33.94368    EB             0.000 VilaNova
 139128537 344.12152 -47.36301    EA             0.000 VilaNova
 139148071 344.63314 -42.28801    EB             0.000 VilaNova
 139188326 345.01153 -46.49216    EA             0.000 VilaNova
 139207681 346.25789 -43.93578    EB             0.000 VilaNova
 139252264 123.66385  35.43902    EA             0.000 VilaNova
 139256217 347.19031 -46.11020    EA             0.000 VilaNova
 139349813 349.16210 -45.02544    EA             0.000 VilaNova
 139378834  38.29454  35.91249    EA             0.000 VilaNova
 139378835  38.29300  35.91237    EA             0.000 VilaNova
 139452314 169.06284  35.84087    EW             0.000 VilaNova
 139460937  39.07872  40.20484    EA             0.000 VilaNova
 139699256 322.42740 -50.34217    EA             0.000 VilaNova
 139701741  66.39675 -18.80056    EA             0.000 VilaNova
 139703005  66.49420 -21.48255    EW             0.000 VilaNova
 139721086 322.76370 -50.84692    EA             0.000 VilaNova
 139732428  67.06292 -23.10169    EA             0.000 VilaNova
 139825840 324.99883 -52.35900    EA             0.000 VilaNova
 139841210 325.45643 -50.16936    EA             0.000 VilaNova
 140064648 127.33669 -46.89358    EW             0.000 VilaNova
 140084919 126.53457 -48.90895    EW             0.000 VilaNova
 140132301 127.33620 -43.84221    EW             0.000 VilaNova
 140209204  84.72492 -33.63227    EA             0.000 VilaNova
 140212820  84.96830 -30.76576    EA             0.000 VilaNova
 140288359  85.56331 -34.66782    EB             0.000 VilaNova
 140493525  21.20965 -32.68993    EW             0.000 VilaNova
 140627676  70.69267  72.97830    EW             0.000 VilaNova
 140659978  72.45333 -72.46323    EA             0.000 VilaNova
 140659980  72.47335 -72.46262    EA             0.000 VilaNova
 140691463  73.70122 -76.68052    EA             0.000 VilaNova
 140736015  73.98001  76.01846    EA             0.000 VilaNova
 140757590  74.28117 -72.13190    EW             0.000 VilaNova
 140760434  74.13024 -74.92045    EA             0.000 VilaNova
 140804999  75.19648  73.91045    EB             0.000 VilaNova
 140830390  75.62728 -72.91414    EA             0.000 VilaNova
 141124793  80.25610 -72.84840    EA             0.000 VilaNova
 141126559  80.55611 -71.93852    EB             0.000 VilaNova
 141127435  80.68692 -72.33861    EB             0.000 VilaNova
 141148940 178.77394  46.47685    EA             0.000 VilaNova
 141148944 178.79720  46.46981    EA             0.000 VilaNova
 141179506 180.38811  43.04165    EW             0.000 VilaNova
 141261781 117.10826 -19.29277    EA    ZZ Pup   0.064     GCVS
 141268467  82.51328 -76.24871    EA             0.000 VilaNova
 141332108  45.67620  -7.68548    EW             0.000 VilaNova
 141333573  83.79734 -77.71333    EA             0.000 VilaNova
 141525324 102.24673  79.95232    EA             0.000 VilaNova
 141606986  88.75296 -72.69334    EW             0.000 VilaNova
 141620020 110.02879  79.54661    EA             0.000 VilaNova
 141622065  89.22874 -73.34264    EA             0.000 VilaNova
 141663326 228.81149 -43.12519    EA             0.000 VilaNova
 141685465  90.40443 -73.47492    EA             0.000 VilaNova
 141708335  90.45753 -77.29883    EA             0.000 VilaNova
 141766191  91.68053 -72.21510    EW             0.000 VilaNova
 141809359  92.64275 -73.78662    EA             0.000 VilaNova
 141914317  94.90322 -72.03347    EW             0.000 VilaNova
 141975903  95.72648 -75.03373    EW             0.000 VilaNova
 141978095  96.26049 -76.09095    EA             0.000 VilaNova
 142013583  96.20289 -72.01100    EW             0.000 VilaNova
 142105299  98.57258 -72.27718    EA             0.000 VilaNova
 142105466  98.62804 -72.05232    EW             0.000 VilaNova
 142109430  99.27434 -76.41065    EW             0.000 VilaNova
 142148228 100.36868 -74.67406    EA             0.000 VilaNova
 142154041  82.18180  83.68762    EA             0.000 VilaNova
 142177867  37.41463 -47.22897    EA             0.000 VilaNova
 142209361 180.36556 -32.22627    EA    DZ Hya   0.110     GCVS
 142258314 131.49503  53.03604    EB             0.000 VilaNova
 142262969 180.59362 -31.37366    EA             0.000 VilaNova
 142308209 193.42072  63.60321    EA             0.000 VilaNova
 142409400 103.09397 -12.96863    EA             0.000 VilaNova
 142441910 146.25359  68.78508    EA             0.000 VilaNova
 142587827 167.87040  73.11528    EW             0.000 VilaNova
 142618244 170.60181  73.07552    EA             0.000 VilaNova
 142677613 103.60717 -14.45076    EA             0.000 VilaNova
 142742998 137.79283  -4.27018    EA             0.000 VilaNova
 142783746 153.90270  76.69839    EA             0.000 VilaNova
 142791832 162.25812  67.21453    EA             0.000 VilaNova
 142852841  50.50619 -31.10467    EA             0.000 VilaNova
 142865103 175.66088  70.66178    EA             0.000 VilaNova
 142929481  52.05291 -31.82328    EA             0.000 VilaNova
 142979644 181.73637  70.13097    EA             0.000 VilaNova
 143022688  54.26754 -30.07392    EA             0.000 VilaNova
 143100813 256.82019  17.42684    EW             0.000 VilaNova
 143117999  93.76620  -8.62715    EA             0.000 VilaNova
 143171265  89.99969 -34.45269    EB             0.000 VilaNova
 143234741  90.62971 -32.38013    EA             0.000 VilaNova
 143350469  82.33051 -16.28852    EA             0.000 VilaNova
 143452951 155.49070  -3.72812    EA    BW Sex   0.052     GCVS
 143669444 118.49604 -45.64327    EB             0.000 VilaNova
 143848624 119.01487 -42.86049    EA             0.000 VilaNova
 143924219 332.70310 -48.89065    EA             0.000 VilaNova
 143959183  81.12725  41.82707    EB             0.000 VilaNova
 144000467 336.26311 -53.81028    EA             0.000 VilaNova
 144085463 126.88863 -20.84398    EA  V596 Pup   0.115     GCVS
 144167463 176.97442  -9.06379    EB             0.000 VilaNova
 144194304 327.97271 -42.37320    EB             0.000 VilaNova
 144282524  97.98868  41.56590    EA             0.000 VilaNova
 144336221 356.19678 -45.24714    EB             0.000 VilaNova
 144440290 359.16150 -44.71908    EA             0.000 VilaNova
 144462697 336.34831 -44.59423    EA             0.000 VilaNova
 144539611  52.34531 -24.10086    EA             0.000 VilaNova
 144695651  84.94398   8.18409    EA             0.000 VilaNova
 144804862 121.95466 -31.45706    EB             0.000 VilaNova
 145338612 122.59281 -35.77292    EA  V690 Pup   0.064     GCVS
 145586291 122.84320 -34.41492    EA             0.000 VilaNova
 145762697 123.12091 -33.07633    EA             0.000 VilaNova
 146039664 123.46143 -35.20827    EA             0.000 VilaNova
 146344020  74.34597 -20.96111    EA             0.000 VilaNova
 146439804  75.73330 -22.22821    EA             0.000 VilaNova
 146520491  76.57358 -20.13133    EW             0.000 VilaNova
 146522930  76.69195 -19.96585    EA             0.000 VilaNova
 146530594 159.01940 -45.09789    EA             0.000 VilaNova
 146557531  77.34179 -19.54266    EW             0.000 VilaNova
 146559012  77.51780 -23.67798    EA             0.000 VilaNova
 146559015  77.52053 -23.67096    EA             0.000 VilaNova
 146597035  77.77227 -21.49838    EA             0.000 VilaNova
 146601318 149.25581  -1.35877    EA             0.000 VilaNova
 146601322 149.27759  -1.34397    EA             0.000 VilaNova
 146637697  42.56635 -46.81893    EW             0.000 VilaNova
 146712645  44.50928 -43.54134    EA             0.000 VilaNova
 146761368  46.17320 -44.66039    EB             0.000 VilaNova
 146810480 160.52703 -42.87798    EA  V432 Vel   0.077     GCVS
 146879345 103.81696 -17.21527    EA             0.000 VilaNova
 147083089 321.19641 -47.18068    EW             0.000 VilaNova
 147102369 124.80055 -30.42964    EA             0.000 VilaNova
 147131974 322.07547 -44.15483    EB             0.000 VilaNova
 147185619 104.45993 -14.71427    EA             0.000 VilaNova
 147201138 322.95322 -45.04509    EA             0.000 VilaNova
 147214032 162.43276 -45.75383    EA             0.000 VilaNova
 147277752 162.56711 -44.53723    EA    EG Vel   0.042     GCVS
 147314529 104.69903 -17.63214    EA             0.000 VilaNova
 147406559 326.96782 -46.32024    EA             0.000 VilaNova
 147576476 144.54320  70.63218    EB             0.000 VilaNova
 147610499 148.61924  69.22285    EW             0.000 VilaNova
 147611185 148.76935  66.15297    EW             0.000 VilaNova
 147611197 148.93485  66.24386    EW             0.000 VilaNova
 147625755 184.15231  64.85759    EB             0.000 VilaNova
 147686743 189.90179  64.67420    EA             0.000 VilaNova
 147791553 109.81239  69.05447    EW  V474 Cam   0.034     GCVS
 147950620 167.82048  69.96471    EA             0.000 VilaNova
 147975720  99.59724 -37.24190    EA             0.000 VilaNova
 148158540 229.73490 -40.78822    EA             0.000 VilaNova
 148274098 101.42766 -37.83052    EB             0.000 VilaNova
 148544875 164.12664  -9.83632    EA             0.000 VilaNova
 148611095 165.21481  -7.26890    EA             0.000 VilaNova
 148612685 165.34410 -11.89870    EA             0.000 VilaNova
 148656659 169.44388  47.26967    EA             0.000 VilaNova
 148781497 218.97705  46.59354    EA             0.000 VilaNova
 148785530 233.45602  37.99114    EA    DD CrB   0.052     GCVS
 148914403 187.18309  68.92025    EA             0.000 VilaNova
 148963419 190.06125  66.28599    EB             0.000 VilaNova
 149010208   3.39410 -31.33440    EA             0.000 VilaNova
 149160359  81.45509 -64.98937    EA             0.000 VilaNova
 149319411 115.94933 -32.12253    EA             0.000 VilaNova
 149470723 163.45529  15.67747    EA             0.000 VilaNova
 149473467  85.27052 -61.85784    EB             0.000 VilaNova
 149566964 195.41415  23.14186    EA             0.000 VilaNova
 149573659  86.61232 -61.69948    EA             0.000 VilaNova
 149603524  87.13997 -63.98844    EA             0.000 VilaNova
 149622009 202.17213  23.58026    EW             0.000 VilaNova
 149629043  87.49685 -63.06016    EA             0.000 VilaNova
 149736571 245.90498  15.95563    EW V1172 Her   0.151     GCVS
 149833117 104.62853  67.67729    EA             0.000 VilaNova
 149837469 352.00455 -33.99767    EW             0.000 VilaNova
 149861542  62.90085 -20.35615    EA             0.000 VilaNova
 149976187  90.29613 -63.53352    EB             0.000 VilaNova
 149990841  90.66252 -64.81955    EA             0.000 VilaNova
 150101472  92.10584 -63.25442    EA             0.000 VilaNova
 150101476  92.09423 -63.26136    EA             0.000 VilaNova
 150101799  92.04985 -63.78675    EA             0.000 VilaNova
 150251466 155.36229  47.87074    EA             0.000 VilaNova
 150284425 117.31104 -35.24329    EA             0.000 VilaNova
 150300654  95.37890 -60.57951    EA             0.000 VilaNova
 150326668 191.60299  56.43722    EA             0.000 VilaNova
 150357064  96.10754 -64.49919    EA             0.000 VilaNova
 150361911  96.47529 -64.56102    EA             0.000 VilaNova
 150388753 193.91262  54.96125    EB             0.000 VilaNova
 150390189  96.58961 -65.15239    EA             0.000 VilaNova
 150442264  97.79433 -61.87954    EA             0.000 VilaNova
 150443185  97.86788 -63.53538    EA             0.000 VilaNova
 150862582   3.91165  18.90126    EA    EY Psc   0.074     GCVS
 151233402  91.25112  12.55131    EW  V343 Ori   0.031     GCVS
 151516273  87.46302 -43.36464    EW             0.000 VilaNova
 151681127 166.88903 -40.20696    EA             0.000 VilaNova
 151826930 168.05535 -37.57730    EA             0.000 VilaNova
 152147549 169.88121 -39.84674    EW             0.000 VilaNova
 152223725 312.27950 -33.73179    EA             0.000 VilaNova
 152362660  65.26183 -26.49099    EW             0.000 VilaNova
 152377056 232.35861 -44.54424    EA             0.000 VilaNova
 152507230  63.57650 -46.44920    EW             0.000 VilaNova
 152592870  65.19798 -45.25791    EB             0.000 VilaNova
 152796589 304.99234 -32.61652    EB V4437 Sgr   0.033     GCVS
 152825521 344.56963 -41.82618    EA             0.000 VilaNova
 153077619  49.66163 -42.64211    EA             0.000 VilaNova
 153166843  89.62188 -27.82220    EA             0.000 VilaNova
 153709888  65.56654 -42.07565    EA             0.000 VilaNova
 153741139  66.38212 -46.21881    EA             0.000 VilaNova
 153742549  66.52535 -44.59541    EA             0.000 VilaNova
 153826685 340.69886  45.35145    EW             0.000 VilaNova
 153834085  67.25248 -42.82487    EA             0.000 VilaNova
 153891668 129.60699  76.92441    EA             0.000 VilaNova
 153987857 341.28872  42.01956    EA             0.000 VilaNova
 153991851 204.73673  69.80310    EB             0.000 VilaNova
 154067797 207.48432  66.47445    EW             0.000 VilaNova
 154453805 126.89291  83.88239    EA    HW Cam   0.078     GCVS
 154511165 187.10291  74.23539    EB             0.000 VilaNova
 154570928 192.17422  72.14828    EA             0.000 VilaNova
 154664604 258.49093  16.35017    EW             0.000 VilaNova
 155114483 345.74838  44.56489    EA             0.000 VilaNova
 155479809  68.47886  40.91339    EA             0.000 VilaNova
 155540827 346.92813 -30.23333    EA             0.000 VilaNova
 155657581 206.39529  79.39675    EB             0.000 VilaNova
 155813907 124.00757 -28.80274    EA             0.000 VilaNova
 155894704 176.37171  72.24954    EA             0.000 VilaNova
 155915231 221.38898  51.17905    EB             0.000 VilaNova
 155968973 234.82260  43.76258    EW             0.000 VilaNova
 155988736 235.53485  45.01469    EA             0.000 VilaNova
 155989956   7.40590 -53.53607    EA             0.000 VilaNova
 155998626 235.75105  43.26537    EW             0.000 VilaNova
 156067195 236.86422  45.13093    EA             0.000 VilaNova
 156072994 237.14595  43.47915    EW  V339 Boo   0.052     GCVS
 156074324 237.35336  46.13952    EA             0.000 VilaNova
 156091346  70.21269  41.43913    EA             0.000 VilaNova
 156215585  56.30012 -16.41046    EA             0.000 VilaNova
 156241056  86.41275  11.32659    EA             0.000 VilaNova
 156325724 124.58092 -29.38968    EA             0.000 VilaNova
 156376126 176.95435  35.22645    EB             0.000 VilaNova
 156380098 159.88643  15.33060    EW             0.000 VilaNova
 156563222 213.20579  24.53425    EW             0.000 VilaNova
 156577475  90.82363  11.13605    EA             0.000 VilaNova
 156618553 191.08433  -8.67135    EA    HW Vir   0.054     GCVS
 156758188 103.25270 -36.68041    EA             0.000 VilaNova
 156921656 109.19525  41.98343    EA             0.000 VilaNova
 157018051 181.38188  21.00037    EA             0.000 VilaNova
 157175641 175.70034 -35.81597    EW             0.000 VilaNova
 157273321 198.72686  59.29567    EA             0.000 VilaNova
 157376469 238.77540  42.90045    EA             0.000 VilaNova
 157448336 264.85563  36.78316    EW             0.000 VilaNova
 157647276 279.40910  40.40753    EW  V840 Lyr   0.047     GCVS
 157751050 104.94222  15.53287    EA             0.000 VilaNova
 157754133 172.60870 -15.32215    EA             0.000 VilaNova
 157770450 147.57137  74.97111    EB             0.000 VilaNova
 157774304 173.11442 -14.90308    EA             0.000 VilaNova
 157788279 173.34185 -14.46115    EB             0.000 VilaNova
 157803985 280.12151  37.44762    EB  V843 Lyr   0.057     GCVS
 157889314 280.63417  37.92620    EA             0.000 VilaNova
 157968186 218.80325  24.63926    EA             0.000 VilaNova
 157999789 213.50751  81.82100    EA             0.000 VilaNova
 158016784 220.02369  26.56726    EB             0.000 VilaNova
 158113583 286.00845  45.35604    EA             0.000 VilaNova
 158150633 162.13254 -38.90228    EA             0.000 VilaNova
 158218818 286.49976  43.13049    EW             0.000 VilaNova
 158272742 286.55599  46.95735    EB             0.000 VilaNova
 158301961 288.51812 -50.37463    EA             0.000 VilaNova
 158324245 286.97142  46.86831    EA             0.000 VilaNova
 158329676 163.08907 -36.30298    EA             0.000 VilaNova
 158389967 287.12464  43.60018    EW             0.000 VilaNova
 158393140 287.15312  45.98386    EB             0.000 VilaNova
 158417251 287.28164  45.68284    EW             0.000 VilaNova
 158431889 287.39135  43.09873    EB             0.000 VilaNova
 158491288 287.63185  46.29870    EA             0.000 VilaNova
 158536052  19.87947 -48.29463    EA             0.000 VilaNova
 158565141 222.36523  57.29863    EW             0.000 VilaNova
 158579379 222.84863  59.15116    EA             0.000 VilaNova
 158582801  21.86097 -49.47080    EA             0.000 VilaNova
 158582802  21.85814 -49.47338    EA             0.000 VilaNova
 158635832 288.08748  43.87613    EA             0.000 VilaNova
 158660631 288.02026  46.32413    EA             0.000 VilaNova
 158673914 165.07948 -40.78898    EW             0.000 VilaNova
 158713903 165.35617 -37.17168    EA             0.000 VilaNova
 158726046 288.40976  43.70713    EW             0.000 VilaNova
 158728853 288.44156  45.60902    EA             0.000 VilaNova
 158794976 288.71836  42.50228    EB             0.000 VilaNova
 158979332 218.71718 -40.07945    EW             0.000 VilaNova
 158988347 289.23158  45.16435    EA             0.000 VilaNova
 159047480 289.40516  44.51548    EA             0.000 VilaNova
 159105713 289.74944  43.54342    EW             0.000 VilaNova
 159105847 289.69462  43.62601    EB             0.000 VilaNova
 159167875 188.77108  23.33723    EW    RZ Com   0.032     GCVS
 159169838 289.73926  45.45831    EB             0.000 VilaNova
 159220329 289.97375  43.65382    EA             0.000 VilaNova
 159298033 229.48959  83.85946    EB             0.000 VilaNova
 159339947 253.94950  35.18267    EW  V829 Her   0.007     GCVS
 159346490 236.23571  79.51714    EW             0.000 VilaNova
 159454849 243.33275  81.39320    EA    AC UMi   0.159     GCVS
 159464498 244.83731  78.91403    EA             0.000 VilaNova
 159493588 220.19755 -37.42152    EW             0.000 VilaNova
 159510109 247.53519  80.30748    EA             0.000 VilaNova
 159510983 248.06913  77.90338    EW             0.000 VilaNova
 159573299 290.80671  42.34394    EA             0.000 VilaNova
 159638876 317.75599 -40.53930    EB             0.000 VilaNova
 159644070 291.24509  47.24926    EB             0.000 VilaNova
 159716878 291.35698  42.49363    EA             0.000 VilaNova
 159720778 291.27376  44.37124    EA             0.000 VilaNova
 159723646 291.27871  45.93418    EB             0.000 VilaNova
 159854358 236.78914  53.02405    EW             0.000 VilaNova
 159854359 236.79399  53.03633    EW             0.000 VilaNova
 159864583 221.40635 -40.03038    EA             0.000 VilaNova
 159864610 221.39541 -40.01154    EA             0.000 VilaNova
 159897979  48.84925 -38.99979    EA             0.000 VilaNova
 159939533 240.34152  48.49389    EW             0.000 VilaNova
 159950145  49.46396 -36.25841    EW             0.000 VilaNova
 159983399 241.50922  50.18697    EW             0.000 VilaNova
 160036449 336.75229 -37.18837    EA             0.000 VilaNova
 160065970 345.79650 -39.23839    EA             0.000 VilaNova
 160081043 352.05317 -39.92325    EA             0.000 VilaNova
 160082094 223.60844  86.72706    EW    RZ UMi   0.120     GCVS
 160085375 359.48039 -41.92864    EA             0.000 VilaNova
 160104585 322.01824  32.94010    EA             0.000 VilaNova
 160148385   1.04641 -47.36065    EA             0.000 VilaNova
 160159932 222.38182 -40.10791    EB             0.000 VilaNova
 160195393 258.85064  85.21150    EW             0.000 VilaNova
 160196709  27.59807 -46.97440    EW             0.000 VilaNova
 160228595 181.71258  77.31581    EA             0.000 VilaNova
 160268882 183.04978  77.61624    EB             0.000 VilaNova
 160328766  91.29700 -32.73091    EA             0.000 VilaNova
 160376438 211.24186  30.00044    EW    TU Boo   0.132     GCVS
 160472514 237.70597  72.21129    EA             0.000 VilaNova
 160484494 226.82073 -41.91310    EA             0.000 VilaNova
 160492551 239.46073  77.79360    EB             0.000 VilaNova
 160585813 243.31421  72.87254    EA             0.000 VilaNova
 160603897 245.11810  75.31159    EA             0.000 VilaNova
 160618494 246.34737  74.92761    EA             0.000 VilaNova
 160648169 323.19296  35.76532    EA             0.000 VilaNova
 160697480 223.86028 -40.70735    EA             0.000 VilaNova
 161083755 276.57063 -51.62631    EW             0.000 VilaNova
 161262226 341.20461 -48.17025    EW             0.000 VilaNova
 161563111 309.33387  35.43619    EB             0.000 VilaNova
 161570793  74.44133 -42.89350    EW             0.000 VilaNova
 161577376  75.13692 -46.18925    EA             0.000 VilaNova
 161638713  75.97328 -46.75126    EA             0.000 VilaNova
 161665775 226.38548  46.44381    EW             0.000 VilaNova
 161668117 226.70987  47.63777    EB             0.000 VilaNova
 161685680 235.52461  59.85839    EA             0.000 VilaNova
 161687311 235.94848  58.02424    EB             0.000 VilaNova
 161710825 309.55441  30.47845    EA             0.000 VilaNova
 161744580 238.29606  54.15185    EA             0.000 VilaNova
 161988269 262.30385 -31.53429    EA             0.000 VilaNova
 162035117 330.73906  31.14633    EA             0.000 VilaNova
 162173122 331.02665  34.55148    EB             0.000 VilaNova
 162305237 169.24460 -44.10623    EW             0.000 VilaNova
 162585265 170.34112 -47.60079    EA             0.000 VilaNova
 162585282 170.31831 -47.58947    EB             0.000 VilaNova
 163965682 321.25149  33.68748    EW             0.000 VilaNova
 164250471 304.49555 -28.13313    EA V4374 Sgr   0.026     GCVS
 164375251 265.46235  47.85107    EB             0.000 VilaNova
 164413080 283.01212  42.72126    EA             0.000 VilaNova
 164458426 283.16631  45.40303    EA             0.000 VilaNova
 164461124 283.16902  42.79212    EB             0.000 VilaNova
 164463075 283.25913  42.84560    EB             0.000 VilaNova
 164524541 283.38568  47.43523    EW             0.000 VilaNova
 164527723 283.46989  45.05245    EA             0.000 VilaNova
 164552564 283.60732  43.00416    EA             0.000 VilaNova
 164554097 283.73727  44.47288    EA             0.000 VilaNova
 164557531 283.76650  47.81900    EA             0.000 VilaNova
 164558055 283.85147  47.24369    EA             0.000 VilaNova
 164558072 283.86632  47.22825    EA             0.000 VilaNova
 164646288 283.90975  42.13101    EB             0.000 VilaNova
 164674435 284.35565  42.10348    EW             0.000 VilaNova
 164674992 284.31378  42.60092    EA             0.000 VilaNova
 164677806 284.39756  45.12892    EB             0.000 VilaNova
 164681172  24.56662 -21.07737    EA             0.000 VilaNova
 164720673  25.72832 -20.12449    EW             0.000 VilaNova
 164775666  27.22560 -20.89294    EW             0.000 VilaNova
 164776925  27.39038 -19.62479    EW             0.000 VilaNova
 164781045 284.70453  46.37879    EA             0.000 VilaNova
 164782264 284.66934  47.57759    EW             0.000 VilaNova
 164784457 284.80712  46.09801    EA             0.000 VilaNova
 164883253 285.09471  44.66625    EW             0.000 VilaNova
 165186801  91.76228 -46.74659    EB             0.000 VilaNova
 165310952 299.24294  54.79952    EA             0.000 VilaNova
 165371937 200.98758  43.59873    EB             0.000 VilaNova
 165453878 200.84072  50.82677    EA             0.000 VilaNova
 165456443 179.96410 -36.14827    EA             0.000 VilaNova
 165458777 180.15135 -39.25975    EW             0.000 VilaNova
 165459595 180.19204 -40.35450    EA V1109 Cen   0.007     GCVS
 165470014 202.25085  48.05710    EA             0.000 VilaNova
 165493409 180.44530 -36.44693    EA             0.000 VilaNova
 165618747 260.03250  13.66601    EB             0.000 VilaNova
 165626871 228.03539  55.91936    EA             0.000 VilaNova
 165721304 231.16294  57.74938    EA             0.000 VilaNova
 165797593 122.11088  32.04178    EA             0.000 VilaNova
 165976940 195.35808  31.37655    EA             0.000 VilaNova
 165982704 195.72591  34.99140    EW             0.000 VilaNova
 165987272 195.98186  30.64008    EA             0.000 VilaNova
 165991532 211.09733  64.37587    EA             0.000 VilaNova
 165993119 196.60593  34.48805    EW    EY CVn   0.168     GCVS
 166074503 213.75706  61.30112    EB             0.000 VilaNova
 166090445 215.20636  60.82634    EA             0.000 VilaNova
 166319733 206.68058 -37.76678    EW             0.000 VilaNova
 166421485 298.24559 -52.31530    EA             0.000 VilaNova
 166532356 134.85438  32.19333    EA             0.000 VilaNova
 166606391 313.35805 -49.38290    EA             0.000 VilaNova
 166624433 208.07295 -38.62133    EA             0.000 VilaNova
 166660531 207.98225 -36.62356    EW             0.000 VilaNova
 166773165 318.25658  38.95923    EA             0.000 VilaNova
 166833457  58.42884 -34.32822    EA             0.000 VilaNova
 166874908  59.65972 -31.27730    EA             0.000 VilaNova
 167005326  94.99356 -69.96772    EB             0.000 VilaNova
 167086201  95.79480 -67.42342    EB             0.000 VilaNova
 167123437  96.37596 -65.95468    EA             0.000 VilaNova
 167196599 318.90567  37.49766    EB             0.000 VilaNova
 167201539  96.88077 -67.77189    EA             0.000 VilaNova
